"","text"
"2778"," aktifasi aternya    berbelit klo emnk gk mask kriteria y udh gk lolos jgn  ulur udh x ajuan  gantung kesanya dsruh nunggu seinya manajemen intern traveloka lg tdk  sajacoba diaudit manajemn   kroscek iso nya sdh berjalan alm"
"2779","bagus"
"2780","thank you"
"2781","mantap"
"2782","good"
"2783","buruk   buruk  rekomendasi   instal"
"2784","keren"
"2785"," traveloka   mudah aman  menyenangkan traveloka  "
"2786","terimakasih"
"2787","traveloka  membantu"
"2788","mantap"
"2789","good services"
"2790","bagus"
"2791"," membantu krn uang tiketnya tdk hilang   mendadak batal  d n lg dgn tgl  bln yg berilkutnya"
"2792","good"
"2793","bagus"
"2794","bagus  n tiket  mudah"
"2795","bagus"
"2796","hai    kenaau booking hotel i ater   yah    i  maret   aja   kenaah   i bertahuntahun ater "
"2797","just the one traveloka"
"2798","kemanalebih mudah  traveloka"
"2799","thanks traveloka"
"2800"," membantu me managent eluaran "
"2801","amazing"
"2802","kenaaylater  dinonaktifkan    bayar   karna rate  turun"
"2803","tonget"
"2804","tis"
"2805","angstngisi alamat aja ribet  amcuih ogah  "
"2806","puas"
"2807","mudah   diskonnya agi  ater sumgak  rugiii  saksiii"
"2808","nice"
"2809",""
"2810","mengecewakan"
"2811","ok"
"2812","good"
"2813",""
"2814","good"
"2815","kerennn"
"2816","akunku kesayanganku"
"2817","parah neh traveloka saldo uang ku ditarik  sek   ribu lbh    n eat    n krn ga gratis ongkir   ga   dibuka  saldo lenya pencuri ulung usaha    berkah  sei  ati ati teman teman"
"2818","terbaik"
"2819","aasi aneh udah  foto nya  gak aktif"
"2820","iya yes "
"2821","aman cash"
"2822","  menginstall aasi"
"2823","aasi a coba ga  login ga  daftar kode verifikasi ga ah muncul  nomor  ga masuk masuk  sinyal bagus jaringan bagus kuota   imn   ga rekomend banget"
"2824",""
"2825","ok"
"2826","mantap"
"2827","masyaallah ternyta sngat mudah aasi traveloka thanks traveloka "
"2828","manta"
"2829","ok"
"2830","jarang dromo hiks"
"2831","ag bagus utk n tiket wat  hotel   lg skrg bs check in online jd  membantu klo   dlm nan cs nya cenanggaraveloka  recommended"
"2832","pengajuan refund   "
"2833","siip"
"2834"," membantu"
"2835"," bayar ater  ngehang gimana sih"
"2836","sat set e"
"2837","yg lo olf ummoxnki njmn d jds nn d mmn no d hmmm dxd ca cm x x"
"2838","tis"
"2839","jarang dadiskon"
"2840"," ssssssssss"
"2841","berengsek suka berubah jadwal rbangan tolong  terveloka kordinasi    mas karbangan   jadwal rbangan uda beli tiket sesuai jadwal tanggal mala dirubah mulu  orang  uang"
"2842","terbaik"
"2843"," membantu"
"2844","ok"
"2845","kecewa  limit ater terblokir anen  tdk  dibuka  php"
"2846","mantap"
"2847","very easy  very good"
"2848","tis"
"2849","very good"
"2850","mantapp"
"2851"," membantu"
"2852","terima kasih"
"2853"," jaya"
"2854","gw  bayar ater mental  home trs  ram  gb gk kuat buka traveloka   bayar gk sih"
"2855","mudah n cepat"
"2856","oke"
"2857","ma u li hat k no gimana ya"
"2858","perfectkeren"
"2859","refund nya lamaa uang masuk  rek nya   gak tau kasaya blom masuk masuk    minggu"
"2860","makasi udh ngasih keayaan"
"2861"," i   ga ribet"
"2862","jooss"
"2863","good"
"2864","mudahmudahan traveloka kedeya dakerjasama  bioskoi    nta bioskoinnya damengakses bioskoa araveloka"
"2865","ntap"
"2866","bagus"
"2867"," memuaskan"
"2868","  edaan  manusia  haya alloh  tau   kehiduyang layak   jodoh ya alloh swt berfirman  surat  yg   keluarga   bahagiya ammin makasih  ya alloh "
"2869","pengguna setia traveloka tngat kecewa   i ater utk membeli barang  shobarang sdh sy batalkan taunga hrs ttyar samjt gilaaaaaaa "
"2870"," membantu"
"2871","praktis"
"2872"," membantu"
"2873","bagus"
"2874",""
"2875","pengalaman ama  membatalkan nan karna ditolak k hotel  mengajukan es embalian dana nya    cenderung mengelak  mengembalikan dana   tiket yg   bayar  traveloka gimana sihhh   adil ani bngsattt"
"2876","fast respon"
"2877",""
"2878","ok"
"2879","aplikasinya  jelek saha mengajukan traveloka paylater       kabar terkait keputusan ter acc   nya  beralasan  pemeliharaan sistem haruskah    puas  proses  menunggu  "
"2880","okey"
"2881","kesalahan rbangan  lakukan k lion air taenai bebankan  konsumen  konsumen yg d rugikan "
"2882","bagus"
"2883","terima kasih traveloka  nya  mudah"
"2884","top"
"2885","mantap"
"2886","mantap"
"2887","berkali kali beli   reschedule kalo beli tiket h"
"2888","canggih"
"2889"," "
"2890","mantoool"
"2891","good"
"2892","susah  cs nya reachedule   "
"2893"," membantu"
"2894","mantab aasi nya"
"2895","bagus lancar yanannya"
"2896","very good"
"2897"," kali  kecewaaaaa  traveloka paylater udah gw bayar lunas ditulisnya limit  dikembalikan ehh gw kena k traveloka limit boro ehhh akun ater  diblokir wadidaw kena k saia "
"2898","nice"
"2899","makasih diskonnya"
"2900","pelayanan jelek banget gausa didownload"
"2901","jozzzz"
"2902","saran aja ni  traveloka atter kalok   aja  sam kayak shoya saau travelling  saldo rbisa langsung ambil  sam traveloka"
"2903"," membantu"
"2904","tolong aiki min list hotelnya masak n hotel  minggu    dibilang   kamar  coba n      kamar a tuh    kerjasama  hotelnya haaja  daftar"
"2905","ngurus refund  seminggu   samskrng uang gak  status  aasi uang berhasih  transfer  komn g  tindak  jengkel buanget"
"2906","praaktiiiss"
"2907"," mudah  cepat"
"2908","terbaik traveloka"
"2909","user friendly"
"2910","is the best "
"2911","excellent"
"2912","topbgt"
"2913","mantap"
"2914"," kecewa  traveloka  x  order tiket  kakak  kesalahan nama  lucu bin aneh   daftarin nama penumpang  cek berkalikali  namanya   bayar  tiket nama   berubah  emng sistem yg error    unsur kesengajaan  refund  potong admin next pesan tiket  ragu takutnya   dah ah kasih bintang  aja bikin kapok"
"2915","ok banget nih"
"2916","gara telat kebandara  teracet  tol  uang  hangus juta   nya   balikin samkrang gak  tuh balikin dasar traveloka kejam banget"
"2917","traveloka ngasih limit ater       gunain aternya  bayarnya gaah telat  tewaktu tnaalam sebulan  aternya gbsa dii  metode ayarannya yah pdhl limitnya utuh belom    cukucewa  ngebantu bgt traveloka   sanan hotel  tiker i ater"
"2918","pelayanan nya sngt bagus  o nya melimpah"
"2919","es ayaran cepat"
"2920","memuda alanan"
"2921","ga  metode ayaran via alfamart  indomart  males menggunkan nya"
"2922","ok"
"2923","heem"
"2924","mantap"
"2925","bagus"
"2926"," gajelas aasinya  ater  gabisa digunain habis dilunasin   bayar  tawaktu loh"
"2927","bagus"
"2928","good"
"2929","peloaasi tiket  hotel sayangnya utk tiket sdh kalah bersaing  harga   yg termurah "
"2930"," daharga termurah"
"2931","aktifasi tiket  lbh mudah"
"2932","ok"
"2933","good"
"2934","  fitur nya  mudah  aman"
"2935",""
"2936","traveloka mantap "
"2937","good"
"2938","aasi   bermanfaat"
"2939","quick rese"
"2940","bagus"
"2941",""
"2942","aasu"
"2943","mantap"
"2944","aasi yg recomanded"
"2945","mudah  pesan tiket wat  hotel  i traveloka"
"2946"," lu resya"
"2947"," sewa mobil    benahi  requirement traveloka  si ewa mobilnya beda beda"
"2948"," membantu"
"2949","bagus"
"2950","pembayarannya  ribet limit viritual account  "
"2951","mantap"
"2952","mantalikasi nya"
"2953","mantap"
"2954"," serba mudah"
"2955","mudah es  yanannya"
"2956","good"
"2957","mantap"
"2958","ganggu"
"2959","cedan "
"2960","mantap"
"2961","traveloka utk urusan rekomand liburan  ok  memuaskan"
"2962"," membantu  taneluar rumah  terimakasih travelok"
"2963","good"
"2964","trm kasih  travelokaalhmdllh   lancar n semoga tdk  kendalathe best traveloka"
"2965","  cari  lainmasih  yg  "
"2966","ribet uji keamananya sei sengaja k travelokanya"
"2967","harga beragam  user friendly"
"2968","aasi terbaik  traveling  hiling gunaannya mudah esnya  cepet"
"2969","daftar laternya sususah"
"2970"," nimbrung  masuk  mitra  bisnis tour and travel gimana ya"
"2971","mantap"
"2972","mantap"
"2973","traveloka emang mantaangat membantu "
"2974","jozz"
"2975","bagussss bangetttt"
"2976","good"
"2977","mantap"
"2978","smua  mudah  karna traveloka"
"2979","    free ongkir k k   k   bersaing drivernya    ngeluh"
"2980","ce mudah"
"2981","ok"
"2982","aasi yg  membantu "
"2983","sori gua bintang   iklan  kali   ng iklan ya"
"2984","bagus"
"2985","jp"
"2986","kenaidak   jadwal ng i"
"2987","oke"
"2988","mantap"
"2989","mantap"
"2990","terima kasih yanannya sim"
"2991","memudahkan"
"2992","mantamudah"
"2993","  bagus"
"2994","cuh gg hi uhhh cukk  o kb uu vii kui jg uuuuuuu uu no ciuman video uhhh gx g chu  curhat gg gg zr chu hu jintao g cuci cukurh tuh bb t uu vii tgu  raffi ijbbh hu uu video g chu chu gg zr gg zr gg rca bcd c v zhen b bb ghz  gthn v hb cxvio ko ni susunya ryy ug iiiiiiiiiiiiiiii  zb ih ghz uhhh hub  ijin gg bb c  uu gk hh bbc hu"
"2995","good app"
"2996","jos"
"2997","nice and hel"
"2998",""
"2999","kecewa banget  ayamau login  akun   aja ribet banget v al data   butuhin udah lengka"
"3000",""
